partition	protID	trimmedLength	trimmedPercent	span	spanLength	spanPercent	refProtLength
Homo_269515-269740	sp|Q9BRB3|PIGQ_HUMAN	223	0.293	(277, 505)	228	0.300	760
Homo_95823-96254	sp|O15213|WDR46_HUMAN	246	0.403	(140, 395)	255	0.418	610
Homo_22080-22411	sp|O76071|CIAO1_HUMAN	332	0.979	(1, 335)	334	0.985	339
Homo_261380-262129	sp|Q8WTW3|COG1_HUMAN	750	0.765	(17, 921)	904	0.922	980
Homo_289438-289553	sp|Q15370|ELOB_HUMAN	115	0.975	(0, 115)	115	0.975	118
Homo_164502-164763	sp|O60828|PQBP1_HUMAN	67	0.253	(0, 221)	221	0.834	265
Homo_143880-144353	sp|Q8N5U6|RNF10_HUMAN	94	0.116	(552, 647)	95	0.117	811
Homo_107577-108212	sp|Q8TAF3|WDR48_HUMAN	109	0.161	(558, 676)	118	0.174	677
Homo_106094-106586	sp|Q5TKA1|LIN9_HUMAN	66	0.122	(52, 123)	71	0.131	542
Homo_320924-321214	sp|Q13601|KRR1_HUMAN	236	0.619	(31, 324)	293	0.769	381
Homo_323987-324261	sp|Q96RN5|MED15_HUMAN	275	0.349	(474, 784)	310	0.393	788
Homo_321757-321860	sp|O75347|TBCA_HUMAN	82	0.759	(24, 106)	82	0.759	108
Homo_260808-261028	sp|O00566|MPP10_HUMAN	221	0.325	(366, 681)	315	0.463	681
Homo_266993-267305	sp|Q86W42|THOC6_HUMAN	313	0.918	(17, 341)	324	0.950	341
Homo_358711-358854	sp|Q9NTX7|RN146_HUMAN	144	0.401	(34, 182)	148	0.412	359
Homo_150479-152461	sp|Q9H1A4|APC1_HUMAN	1427	0.734	(466, 1944)	1478	0.760	1944
Homo_178088-178506	sp|Q9BT22|ALG1_HUMAN	338	0.728	(111, 462)	351	0.756	464
Homo_21403-21593	sp|Q9P2W1|HOP2_HUMAN	181	0.834	(12, 207)	195	0.899	217
Homo_374912-375307	sp|O43824|GTPB6_HUMAN	283	0.548	(229, 516)	287	0.556	516
Homo_295452-295594	sp|P62841|RS15_HUMAN	143	0.986	(1, 144)	143	0.986	145
Homo_154296-154752	sp|Q2VIR3|IF2GL_HUMAN	455	0.964	(12, 469)	457	0.968	472
Homo_189231-189616	sp|Q9UKV5|AMFR_HUMAN	192	0.299	(285, 508)	223	0.347	643
Homo_277572-278003	sp|Q9BUR4|WAP53_HUMAN	173	0.315	(0, 549)	549	1.000	549
Homo_372733-373154	sp|Q9H490|PIGU_HUMAN	169	0.389	(28, 424)	396	0.910	435
Homo_171985-172291	sp|Q15131|CDK10_HUMAN	307	0.853	(35, 347)	312	0.867	360
Homo_165849-166321	sp|Q8TED0|UTP15_HUMAN	468	0.903	(0, 496)	496	0.958	518
Homo_288779-289055	sp|Q5VVQ6|OTU1_HUMAN	275	0.790	(0, 348)	348	1.000	348
Homo_253549-253671	sp|P78537|BL1S1_HUMAN	73	0.477	(78, 151)	73	0.477	153
Homo_178507-178766	sp|Q5T013|HYI_HUMAN	172	0.621	(82, 270)	188	0.679	277
Homo_224646-225280	sp|Q7Z7L7|ZER1_HUMAN	632	0.825	(0, 763)	763	0.996	766
Homo_356736-357053	sp|Q13416|ORC2_HUMAN	317	0.549	(238, 574)	336	0.582	577
Homo_352584-352712	sp|Q9BUV8|CT024_HUMAN	76	0.547	(5, 139)	134	0.964	139
Homo_262401-262949	sp|Q9UJV9|DDX41_HUMAN	172	0.277	(175, 622)	447	0.719	622
Homo_215243-215812	sp|Q9UHB4|NDOR1_HUMAN	495	0.829	(3, 597)	594	0.995	597
Homo_77354-77669	sp|P26572|MGAT1_HUMAN	316	0.710	(110, 433)	323	0.726	445
Homo_144354-144551	sp|P30048|PRDX3_HUMAN	185	0.723	(68, 255)	187	0.730	256
Homo_303488-303598	sp|O75380|NDUS6_HUMAN	111	0.895	(4, 123)	119	0.960	124
Homo_344011-344300	sp|Q92643|GPI8_HUMAN	284	0.719	(41, 325)	284	0.719	395
Homo_198307-198481	sp|P07741|APT_HUMAN	146	0.802	(1, 178)	177	0.973	182
Homo_268040-268546	sp|Q14181|DPOA2_HUMAN	507	0.848	(3, 597)	594	0.993	598
Homo_236193-237175	sp|Q2M389|WASC4_HUMAN	983	0.838	(92, 1135)	1043	0.889	1173
Homo_350371-350470	sp|Q9UK45|LSM7_HUMAN	100	0.971	(0, 100)	100	0.971	103
Homo_381106-381364	sp|Q8WV22|NSE1_HUMAN	131	0.492	(7, 138)	131	0.492	266
Homo_244845-245031	sp|Q9BUE0|MED18_HUMAN	187	0.899	(11, 201)	190	0.913	208
Homo_147660-147925	sp|Q9NZJ6|COQ3_HUMAN	266	0.721	(67, 333)	266	0.721	369
Homo_25044-25250	sp|Q8TBF4|ZCRB1_HUMAN	130	0.599	(41, 174)	133	0.613	217
Homo_113640-113868	sp|Q6FI81|CPIN1_HUMAN	126	0.404	(5, 177)	172	0.551	312
Homo_334172-334367	sp|Q96EC8|YIPF6_HUMAN	166	0.703	(61, 234)	173	0.733	236
Homo_221084-221307	sp|Q8NBI6|XXLT1_HUMAN	183	0.466	(80, 393)	313	0.796	393
Homo_30309-30549	sp|Q8WUU5|GATD1_HUMAN	241	0.896	(0, 266)	266	0.989	269
Homo_265958-266131	sp|P36404|ARL2_HUMAN	174	0.946	(1, 184)	183	0.995	184
Homo_366949-367598	sp|Q9UBD5|ORC3_HUMAN	408	0.574	(53, 707)	654	0.920	711
Homo_310951-311231	sp|A5PLL7|TM189_HUMAN	262	0.963	(1, 272)	271	0.996	272
Homo_25757-25931	sp|Q9NV56|MRGBP_HUMAN	175	0.858	(20, 204)	184	0.902	204
Homo_194982-195150	sp|Q8TAD8|SNIP1_HUMAN	169	0.427	(208, 377)	169	0.427	396
Homo_190525-190757	sp|P22087|FBRL_HUMAN	233	0.726	(82, 315)	233	0.726	321
Homo_149406-149685	sp|Q9H7Z7|PGES2_HUMAN	177	0.469	(191, 375)	184	0.488	377
Homo_238889-239033	sp|Q99471|PFD5_HUMAN	145	0.942	(2, 147)	145	0.942	154
Homo_116555-116765	sp|O14653|GOSR2_HUMAN	189	0.883	(0, 207)	207	0.967	214
Homo_133346-133648	sp|Q8IW45|NNRD_HUMAN	198	0.571	(147, 347)	200	0.576	347
Homo_165252-165848	sp|Q8N1V2|CFA52_HUMAN	597	0.963	(0, 618)	618	0.997	620
Homo_163440-163584	sp|Q9UGQ2|FLOWR_HUMAN	114	0.663	(0, 142)	142	0.826	172
Homo_292577-292706	sp|Q8IY31|IFT20_HUMAN	130	0.985	(1, 132)	131	0.992	132
Homo_315629-315869	sp|P28066|PSA5_HUMAN	183	0.759	(58, 241)	183	0.759	241
Homo_175629-175738	sp|O43670|ZN207_HUMAN	110	0.230	(0, 372)	372	0.778	478
Homo_126210-126762	sp|Q96KG9|SCYL1_HUMAN	552	0.683	(0, 586)	586	0.725	808
Homo_110430-110807	sp|P49642|PRI1_HUMAN	378	0.900	(4, 405)	401	0.955	420
Homo_268547-268660	sp|P63272|SPT4H_HUMAN	114	0.974	(2, 116)	114	0.974	117
Homo_157040-157247	sp|Q8N1B3|FA58A_HUMAN	188	0.758	(34, 224)	190	0.766	248
Homo_103180-103317	sp|Q13952|NFYC_HUMAN	48	0.105	(12, 60)	48	0.105	458
Homo_379684-380860	sp|P40818|UBP8_HUMAN	1084	0.970	(0, 1116)	1116	0.998	1118
Homo_177613-177840	sp|Q92506|DHB8_HUMAN	228	0.874	(7, 259)	252	0.966	261
Homo_307453-307783	sp|Q9H6R6|ZDHC6_HUMAN	328	0.794	(29, 399)	370	0.896	413
Homo_353976-354711	sp|P33991|MCM4_HUMAN	736	0.853	(85, 863)	778	0.902	863
Homo_377414-377526	sp|Q16718|NDUA5_HUMAN	83	0.716	(0, 83)	83	0.716	116
Homo_67683-67940	sp|Q8NFV4|ABHDB_HUMAN	47	0.149	(54, 268)	214	0.679	315
Homo_161788-162134	sp|Q9BV20|MTNA_HUMAN	300	0.813	(2, 355)	353	0.957	369
Homo_62438-62853	sp|Q9UBS8|RNF14_HUMAN	415	0.876	(3, 469)	466	0.983	474
Homo_200737-200940	sp|O75821|EIF3G_HUMAN	204	0.637	(50, 316)	266	0.831	320
Homo_342671-343389	sp|P49736|MCM2_HUMAN	693	0.767	(128, 904)	776	0.858	904
Homo_269947-270069	sp|Q9BX74|TM2D1_HUMAN	99	0.478	(67, 195)	128	0.618	207
Homo_381871-382107	sp|Q8N954|GPT11_HUMAN	237	0.915	(2, 258)	256	0.988	259
Homo_355026-355241	sp|Q8WVE0|EFMT1_HUMAN	211	0.986	(0, 213)	213	0.995	214
Homo_367880-368098	sp|Q9NZL4|HPBP1_HUMAN	219	0.605	(88, 352)	264	0.729	362
Homo_195412-195552	sp|P62249|RS16_HUMAN	132	0.904	(5, 137)	132	0.904	146
Homo_206419-206770	sp|Q8IV38|ANKY2_HUMAN	352	0.798	(11, 372)	361	0.819	441
Homo_346905-347038	sp|P09132|SRP19_HUMAN	104	0.722	(5, 110)	105	0.729	144
Homo_156128-156555	sp|Q9NR50|EI2BG_HUMAN	392	0.867	(0, 452)	452	1.000	452
Homo_132879-133100	sp|Q9NQC8|IFT46_HUMAN	222	0.730	(38, 273)	235	0.773	304
Homo_183735-184069	sp|P50613|CDK7_HUMAN	246	0.711	(93, 346)	253	0.731	346
Homo_192027-192482	sp|P22570|ADRO_HUMAN	453	0.923	(31, 491)	460	0.937	491
Homo_6662-7000	sp|Q7L211|ABHDD_HUMAN	336	0.997	(1, 337)	336	0.997	337
Homo_25251-25416	sp|Q3MHD2|LSM12_HUMAN	166	0.851	(2, 172)	170	0.872	195
Homo_71913-73364	sp|Q86U86|PB1_HUMAN	1393	0.825	(33, 1684)	1651	0.978	1689
Homo_323485-323712	sp|Q13686|ALKB1_HUMAN	228	0.586	(22, 348)	326	0.838	389
Homo_302031-302355	sp|Q15050|RRS1_HUMAN	325	0.890	(3, 337)	334	0.915	365
Homo_97559-98045	sp|Q13573|SNW1_HUMAN	487	0.909	(2, 518)	516	0.963	536
Homo_68863-69121	sp|P62424|RL7A_HUMAN	147	0.553	(0, 263)	263	0.989	266
Homo_149120-149405	sp|Q9H7B2|RPF2_HUMAN	286	0.935	(10, 299)	289	0.944	306
Homo_276118-276528	sp|Q8NHQ9|DDX55_HUMAN	380	0.633	(31, 471)	440	0.733	600
Homo_279772-280218	sp|Q9Y2R4|DDX52_HUMAN	447	0.746	(132, 580)	448	0.748	599
Homo_343622-344010	sp|P00505|AATM_HUMAN	151	0.341	(37, 188)	151	0.341	443
Homo_333337-333611	sp|Q49AR2|CE022_HUMAN	154	0.348	(265, 437)	172	0.389	442
Homo_106587-106917	sp|Q9UGM6|SYWM_HUMAN	191	0.531	(28, 360)	332	0.922	360
Homo_152462-152773	sp|Q9NP79|VTA1_HUMAN	288	0.938	(4, 307)	303	0.987	307
Homo_323713-323986	sp|Q07021|C1QBP_HUMAN	171	0.606	(104, 281)	177	0.628	282
Homo_321215-321611	sp|Q9BVL2|NUP58_HUMAN	396	0.661	(25, 596)	571	0.953	599
Homo_126763-127183	sp|O75844|FACE1_HUMAN	421	0.886	(18, 473)	455	0.958	475
Homo_7802-7970	sp|Q9BRG1|VPS25_HUMAN	169	0.960	(2, 176)	174	0.989	176
Homo_101917-102289	sp|Q9NWB7|IFT57_HUMAN	53	0.124	(28, 404)	376	0.876	429
Homo_146963-147259	sp|Q7L523|RRAGA_HUMAN	194	0.620	(5, 199)	194	0.620	313
Homo_90060-90378	sp|Q15287|RNPS1_HUMAN	62	0.203	(23, 85)	62	0.203	305
Homo_298224-299202	sp|Q99590|SCAFB_HUMAN	204	0.139	(0, 1024)	1024	0.697	1469
Homo_330872-331580	sp|Q96RQ3|MCCA_HUMAN	445	0.614	(0, 725)	725	1.000	725
Homo_278570-279135	sp|Q9NUQ8|ABCF3_HUMAN	566	0.798	(122, 705)	583	0.822	709
Homo_370745-371147	sp|Q9BZ67|FRMD8_HUMAN	400	0.862	(1, 438)	437	0.942	464
Homo_228560-228876	sp|P20042|IF2B_HUMAN	309	0.928	(0, 333)	333	1.000	333
Homo_224243-224494	sp|P38117|ETFB_HUMAN	252	0.988	(3, 255)	252	0.988	255
Homo_90616-91060	sp|Q9HB40|RISC_HUMAN	443	0.980	(8, 452)	444	0.982	452
Homo_291534-291700	sp|O43583|DENR_HUMAN	167	0.843	(19, 198)	179	0.904	198
Homo_38405-38783	sp|Q96I99|SUCB2_HUMAN	379	0.877	(48, 429)	381	0.882	432
Homo_166322-167027	sp|O75717|WDHD1_HUMAN	164	0.145	(3, 168)	165	0.146	1129
Homo_359522-359838	sp|A6NJ78|MET15_HUMAN	197	0.484	(76, 351)	275	0.676	407
Homo_180209-180421	sp|Q9NWS8|RMND1_HUMAN	145	0.323	(232, 381)	149	0.332	449
Homo_333612-334171	sp|Q9UBB6|NCDN_HUMAN	93	0.128	(575, 729)	154	0.211	729
Homo_297455-298057	sp|P04843|RPN1_HUMAN	602	0.992	(0, 607)	607	1.000	607
Homo_244707-244844	sp|Q9Y3E0|GOT1B_HUMAN	72	0.522	(64, 138)	74	0.536	138
Homo_307009-307452	sp|Q96C34|RUND1_HUMAN	444	0.724	(77, 612)	535	0.873	613
Homo_30550-30962	sp|O14757|CHK1_HUMAN	346	0.727	(11, 468)	457	0.960	476
Homo_23207-23376	sp|Q16560|U1SBP_HUMAN	169	0.687	(0, 169)	169	0.687	246
Homo_168307-168841	sp|Q9NRW7|VPS45_HUMAN	431	0.756	(0, 552)	552	0.968	570
Homo_30096-30308	sp|Q9UQN3|CHM2B_HUMAN	171	0.803	(41, 212)	171	0.803	213
Homo_12191-12335	sp|O96007|MOC2B_HUMAN	144	0.766	(43, 187)	144	0.766	188
Homo_76003-76539	sp|Q9BV94|EDEM2_HUMAN	498	0.862	(5, 576)	571	0.988	578
Homo_206155-206418	sp|Q9H7L9|SDS3_HUMAN	264	0.805	(46, 327)	281	0.857	328
Homo_111142-111356	sp|Q9Y296|TPPC4_HUMAN	122	0.557	(0, 216)	216	0.986	219
Homo_132405-132878	sp|Q9NYV6|RRN3_HUMAN	338	0.519	(149, 587)	438	0.673	651
Homo_85183-86117	sp|P23378|GCSP_HUMAN	935	0.917	(65, 1006)	941	0.923	1020
Homo_355562-355907	sp|Q92546|RGP1_HUMAN	346	0.885	(0, 388)	388	0.992	391
Homo_71436-71736	sp|O95861|BPNT1_HUMAN	269	0.873	(2, 276)	274	0.890	308
Homo_10381-10619	sp|Q15007|FL2D_HUMAN	143	0.361	(0, 151)	151	0.381	396
Homo_86736-87207	sp|Q9NPF5|DMAP1_HUMAN	301	0.645	(0, 302)	302	0.647	467
Homo_124387-124983	sp|Q13769|THOC5_HUMAN	597	0.874	(37, 682)	645	0.944	683
Homo_89365-89671	sp|Q9Y3F4|STRAP_HUMAN	305	0.871	(3, 308)	305	0.871	350
Homo_322353-322538	sp|Q9UPM9|B9D1_HUMAN	148	0.725	(5, 204)	199	0.975	204
Homo_363600-363788	sp|Q9Y6G5|COMDA_HUMAN	132	0.653	(7, 202)	195	0.965	202
Homo_25563-25756	sp|Q86XA0|MET23_HUMAN	193	0.960	(4, 198)	194	0.965	201
Homo_10978-11185	sp|Q5UCC4|EMC10_HUMAN	207	0.790	(7, 262)	255	0.973	262
Homo_153245-154295	sp|Q2KHT3|CL16A_HUMAN	997	0.947	(1, 1012)	1011	0.960	1053
Homo_358855-359124	sp|Q96EK9|KTI12_HUMAN	270	0.763	(0, 353)	353	0.997	354
Homo_201811-202267	sp|Q96A33|CCD47_HUMAN	454	0.940	(11, 483)	472	0.977	483
Homo_5068-5909	sp|Q8IWA0|WDR75_HUMAN	818	0.986	(0, 830)	830	1.000	830
Homo_150251-150478	sp|Q9H0E2|TOLIP_HUMAN	143	0.522	(1, 236)	235	0.858	274
Homo_92288-93416	sp|Q9P2L0|WDR35_HUMAN	529	0.448	(435, 1102)	667	0.565	1181
Homo_267818-268039	sp|Q9Y3A0|COQ4_HUMAN	114	0.430	(37, 251)	214	0.808	265
Homo_64165-64428	sp|Q13011|ECH1_HUMAN	264	0.805	(54, 328)	274	0.835	328
Homo_101-509	sp|Q6VEQ5|WASH2_HUMAN	400	0.858	(0, 464)	464	0.996	466
Homo_11645-12075	sp|Q5SWX8|ODR4_HUMAN	397	0.874	(0, 451)	451	0.993	454
Homo_185097-185683	sp|Q8NBF6|AVL9_HUMAN	576	0.889	(0, 648)	648	1.000	648
Homo_216502-216737	sp|Q9ULC3|RAB23_HUMAN	235	0.992	(0, 237)	237	1.000	237
Homo_264751-265105	sp|Q6Y288|B3GLT_HUMAN	355	0.713	(105, 477)	372	0.747	498
Homo_366227-366948	sp|O94874|UFL1_HUMAN	721	0.908	(1, 781)	780	0.982	794
Homo_141772-142091	sp|O15372|EIF3H_HUMAN	320	0.909	(29, 351)	322	0.915	352
Homo_272175-272900	sp|Q5C9Z4|NOM1_HUMAN	708	0.823	(72, 859)	787	0.915	860
Homo_332522-332666	sp|Q96LU5|IMP1L_HUMAN	78	0.470	(4, 154)	150	0.904	166
Homo_319207-319521	sp|A4D1E9|GTPBA_HUMAN	221	0.571	(13, 310)	297	0.767	387
Homo_149959-150250	sp|Q9BU89|DOHH_HUMAN	292	0.967	(0, 293)	293	0.970	302
Homo_198482-198765	sp|Q96G21|IMP4_HUMAN	171	0.588	(85, 257)	172	0.591	291
Homo_240886-241164	sp|Q9P055|JKAMP_HUMAN	279	0.856	(20, 319)	299	0.917	326
Homo_212389-213058	sp|P10515|ODP2_HUMAN	629	0.972	(12, 647)	635	0.981	647
Homo_216006-216204	sp|Q9HD33|RM47_HUMAN	199	0.796	(41, 245)	204	0.816	250
Homo_381469-381870	sp|Q96LT9|RBM40_HUMAN	140	0.271	(24, 185)	161	0.311	517
Homo_144552-144718	sp|P13693|TCTP_HUMAN	155	0.901	(12, 172)	160	0.930	172
Homo_180957-181593	sp|O60524|NEMF_HUMAN	594	0.552	(0, 689)	689	0.640	1076
Homo_16494-16652	sp|Q6IAA8|LTOR1_HUMAN	78	0.484	(14, 110)	96	0.596	161
Homo_24430-24906	sp|P12081|SYHC_HUMAN	424	0.833	(69, 502)	433	0.851	509
Homo_356145-356366	sp|Q9NY12|GAR1_HUMAN	197	0.908	(0, 217)	217	1.000	217
Homo_291243-291533	sp|Q9NWY4|HPF1_HUMAN	291	0.841	(23, 339)	316	0.913	346
Homo_96255-96783	sp|P14868|SYDC_HUMAN	182	0.363	(33, 215)	182	0.363	501
Homo_234430-234890	sp|Q9Y5J1|UTP18_HUMAN	453	0.815	(71, 556)	485	0.872	556
Homo_10051-10380	sp|Q6ZVK8|NUD18_HUMAN	232	0.718	(77, 323)	246	0.762	323
Homo_60189-61852	sp|Q8IZF0|NALCN_HUMAN	1652	0.951	(0, 1724)	1724	0.992	1738
Homo_209857-210027	sp|O15258|RER1_HUMAN	171	0.872	(17, 189)	172	0.878	196
Homo_311232-311392	sp|P82663|RT25_HUMAN	110	0.636	(0, 110)	110	0.636	173
Homo_96784-97179	sp|Q9Y303|NAGA_HUMAN	148	0.354	(0, 208)	208	0.498	418
Homo_293464-293796	sp|Q9H6P5|TASP1_HUMAN	333	0.793	(42, 413)	371	0.883	420
Homo_313603-313889	sp|Q6P2C8|MED27_HUMAN	258	0.830	(9, 310)	301	0.968	311
Homo_297206-297454	sp|Q9Y3A5|SBDS_HUMAN	249	0.996	(0, 249)	249	0.996	250
Homo_197977-198306	sp|Q9UK59|DBR1_HUMAN	330	0.607	(0, 378)	378	0.695	544
Homo_3508-3785	sp|Q9H9Y4|GPN2_HUMAN	165	0.532	(7, 243)	236	0.761	310
Homo_256090-256270	sp|Q9UM00|TMCO1_HUMAN	181	0.963	(3, 185)	182	0.968	188
Homo_61853-62437	sp|Q9BZE4|NOG1_HUMAN	140	0.221	(47, 187)	140	0.221	634
Homo_125309-125607	sp|P43234|CATO_HUMAN	279	0.869	(36, 321)	285	0.888	321
Homo_312085-312430	sp|P49770|EI2BB_HUMAN	84	0.239	(212, 351)	139	0.396	351
Homo_229764-229955	sp|Q6I9Y2|THOC7_HUMAN	192	0.941	(3, 198)	195	0.956	204
Homo_57561-58102	sp|O95470|SGPL1_HUMAN	540	0.951	(17, 558)	541	0.952	568
Homo_375612-376493	sp|Q9NP58|ABCB6_HUMAN	680	0.808	(107, 842)	735	0.873	842
Homo_49295-49605	sp|Q96DI7|SNR40_HUMAN	311	0.871	(9, 357)	348	0.975	357
Homo_324262-324568	sp|Q8WVY7|UBCP1_HUMAN	306	0.962	(1, 310)	309	0.972	318
Homo_46370-47073	sp|Q96RP9|EFGM_HUMAN	550	0.732	(37, 626)	589	0.784	751
Homo_91832-92287	sp|Q92759|TF2H4_HUMAN	219	0.474	(56, 462)	406	0.879	462
Homo_314787-315387	sp|Q9P203|BTBD7_HUMAN	241	0.213	(331, 707)	376	0.332	1132
Homo_368099-368305	sp|Q9HB71|CYBP_HUMAN	166	0.728	(51, 226)	175	0.768	228
Homo_318751-318958	sp|O43159|RRP8_HUMAN	134	0.294	(0, 455)	455	0.998	456
Homo_73908-74016	sp|Q9P1U0|RPA12_HUMAN	109	0.865	(14, 126)	112	0.889	126
Homo_2592-2738	sp|Q9UKB3|DJC12_HUMAN	147	0.742	(0, 197)	197	0.995	198
Homo_138873-139111	sp|O60762|DPM1_HUMAN	195	0.750	(22, 226)	204	0.785	260
Homo_223417-223647	sp|P08574|CY1_HUMAN	231	0.711	(76, 312)	236	0.726	325
Homo_217131-217351	sp|P57088|TMM33_HUMAN	151	0.611	(67, 244)	177	0.717	247
Homo_48971-49294	sp|P11177|ODPB_HUMAN	306	0.852	(34, 359)	325	0.905	359
Homo_64429-64772	sp|O75943|RAD17_HUMAN	343	0.504	(101, 544)	443	0.651	681
Homo_21594-21701	sp|Q9NX55|HYPK_HUMAN	65	0.496	(0, 87)	87	0.664	131
Homo_43443-43731	sp|P78383|S35B1_HUMAN	76	0.236	(0, 143)	143	0.444	322
Homo_299203-299460	sp|O95478|NSA2_HUMAN	258	0.992	(0, 259)	259	0.996	260
Homo_122832-123611	sp|Q8N1F7|NUP93_HUMAN	84	0.103	(692, 819)	127	0.155	819
Homo_40323-40680	sp|Q9Y5P6|GMPPB_HUMAN	358	0.994	(0, 360)	360	1.000	360
Homo_208937-209290	sp|Q9BPX7|CG025_HUMAN	77	0.183	(2, 85)	83	0.197	421
Homo_209689-209856	sp|Q96G97|BSCL2_HUMAN	83	0.209	(97, 180)	83	0.209	398
Homo_264109-264525	sp|Q9BZV1|UBXN6_HUMAN	415	0.941	(0, 440)	440	0.998	441
Homo_239732-240094	sp|O60906|NSMA_HUMAN	361	0.853	(6, 395)	389	0.920	423
Homo_357477-357769	sp|Q9Y6E7|SIR4_HUMAN	106	0.338	(59, 165)	106	0.338	314
Homo_51425-52140	sp|Q9Y6A1|POMT1_HUMAN	272	0.364	(117, 414)	297	0.398	747
Homo_139573-139737	sp|P61081|UBC12_HUMAN	165	0.902	(0, 183)	183	1.000	183
Homo_251986-252295	sp|Q8WUJ1|NEUFC_HUMAN	103	0.390	(112, 264)	152	0.576	264
Homo_258855-259322	sp|Q9BV10|ALG12_HUMAN	195	0.398	(265, 463)	198	0.404	490
Homo_191294-191633	sp|Q8TDN6|BRX1_HUMAN	330	0.935	(4, 345)	341	0.966	353
Homo_24144-24429	sp|Q9BTV6|DPH7_HUMAN	286	0.633	(4, 443)	439	0.971	452
Homo_52141-52335	sp|Q9HAE3|EFCB1_HUMAN	121	0.573	(83, 204)	121	0.573	211
Homo_332667-332803	sp|Q13503|MED21_HUMAN	137	0.951	(0, 138)	138	0.958	144
Homo_251388-251751	sp|Q9BY41|HDAC8_HUMAN	143	0.379	(10, 377)	367	0.973	377
Homo_76787-77067	sp|O43581|SYT7_HUMAN	281	0.697	(117, 403)	286	0.710	403
Homo_378104-378244	sp|Q96AG4|LRC59_HUMAN	56	0.182	(0, 252)	252	0.821	307
Homo_24018-24143	sp|O60783|RT14_HUMAN	126	0.984	(0, 128)	128	1.000	128
Homo_80742-81160	sp|Q9NWU1|OXSM_HUMAN	417	0.908	(39, 459)	420	0.915	459
Homo_62854-63246	sp|P51570|GALK1_HUMAN	294	0.750	(1, 392)	391	0.997	392
Homo_21267-21402	sp|Q8WVK2|SNR27_HUMAN	134	0.865	(0, 155)	155	1.000	155
Homo_148556-148962	sp|Q9H993|ARMT1_HUMAN	407	0.923	(11, 439)	428	0.971	441
Homo_246504-246799	sp|Q9NRG9|AAAS_HUMAN	296	0.542	(150, 484)	334	0.612	546
Homo_20993-21133	sp|Q9Y244|POMP_HUMAN	140	0.993	(1, 141)	140	0.993	141
Homo_63247-63682	sp|O76031|CLPX_HUMAN	60	0.095	(92, 164)	72	0.114	633
Homo_78777-79023	sp|Q9H8W4|PKHF2_HUMAN	247	0.992	(0, 249)	249	1.000	249
Homo_184070-184538	sp|Q96JB5|CK5P3_HUMAN	465	0.919	(2, 506)	504	0.996	506
Homo_192981-193195	sp|P78330|SERB_HUMAN	215	0.956	(1, 223)	222	0.987	225
Homo_322001-322163	sp|Q9BTX3|TM208_HUMAN	94	0.543	(2, 100)	98	0.566	173
Homo_8127-8335	sp|Q96EU6|RRP36_HUMAN	209	0.807	(42, 256)	214	0.826	259
Homo_267544-267817	sp|P51946|CCNH_HUMAN	274	0.848	(0, 288)	288	0.892	323
Homo_28191-29458	sp|Q92620|PRP16_HUMAN	1225	0.998	(1, 1227)	1226	0.999	1227
Homo_347039-347173	sp|Q9UHV9|PFD2_HUMAN	135	0.877	(15, 154)	139	0.903	154
Homo_383288-383540	sp|O75486|SUPT3_HUMAN	253	0.634	(115, 388)	273	0.684	399
Homo_354712-355025	sp|Q9H4K7|MTG2_HUMAN	156	0.384	(62, 391)	329	0.810	406
Homo_84684-84936	sp|Q16775|GLO2_HUMAN	157	0.495	(48, 317)	269	0.849	317
Homo_204712-205659	sp|P53618|COPB_HUMAN	940	0.986	(2, 952)	950	0.997	953
Homo_103784-104046	sp|Q8N6T7|SIR6_HUMAN	236	0.665	(0, 275)	275	0.775	355
Homo_196428-196786	sp|Q96GC9|VMP1_HUMAN	262	0.645	(0, 403)	403	0.993	406
Homo_257797-258111	sp|O15541|R113A_HUMAN	315	0.918	(7, 334)	327	0.953	343
Homo_155336-155601	sp|Q8N6M0|OTU6B_HUMAN	262	0.894	(9, 284)	275	0.939	293
Homo_251752-251985	sp|Q9BRU9|UTP23_HUMAN	69	0.277	(0, 157)	157	0.631	249
Homo_321861-322000	sp|Q16540|RM23_HUMAN	112	0.732	(6, 118)	112	0.732	153
Homo_69122-69692	sp|Q9Y2E8|SL9A8_HUMAN	568	0.978	(10, 581)	571	0.983	581
Homo_101622-101916	sp|Q15257|PTPA_HUMAN	99	0.277	(105, 204)	99	0.277	358
Homo_300033-300627	sp|P04844|RPN2_HUMAN	311	0.493	(7, 631)	624	0.989	631
Homo_364849-365100	sp|Q9NZ63|CI078_HUMAN	251	0.869	(3, 288)	285	0.986	289
Homo_277463-277571	sp|Q12962|TAF10_HUMAN	109	0.500	(107, 217)	110	0.505	218
Homo_291701-292123	sp|P24386|RAE1_HUMAN	422	0.646	(24, 613)	589	0.902	653
Homo_131472-131757	sp|Q96GK7|FAH2A_HUMAN	286	0.911	(26, 314)	288	0.917	314
Homo_190758-191049	sp|Q9NRG7|D39U1_HUMAN	198	0.621	(0, 319)	319	1.000	319
Homo_8597-8752	sp|Q9BRP8|PYM1_HUMAN	155	0.760	(6, 202)	196	0.961	204
Homo_362696-363331	sp|Q15542|TAF5_HUMAN	581	0.726	(91, 799)	708	0.885	800
Homo_273804-274012	sp|O14735|CDIPT_HUMAN	209	0.981	(1, 213)	212	0.995	213
Homo_127184-127556	sp|Q13190|STX5_HUMAN	259	0.730	(96, 355)	259	0.730	355
