partition	protID	trimmedLength	trimmedPercent	span	spanLength	spanPercent	refProtLength
Homo_sapiens_199231-199452	sp|Q9NR50|EI2BG_HUMAN	210	0.465	(3, 424)	421	0.931	452
Homo_sapiens_199453-199646	sp|Q5JVF3|PCID2_HUMAN	194	0.486	(102, 396)	294	0.737	399
Homo_sapiens_199647-199897	sp|Q9BQ70|TCF25_HUMAN	246	0.364	(176, 619)	443	0.655	676
Homo_sapiens_199898-200021	sp|Q12894|IFRD2_HUMAN	122	0.241	(199, 503)	304	0.601	506
Homo_sapiens_200022-200388	sp|P0CG08|GPHRB_HUMAN	367	0.807	(3, 449)	446	0.980	455
Homo_sapiens_200605-200745	sp|Q16204|CCDC6_HUMAN	141	0.297	(81, 338)	257	0.542	474
Homo_sapiens_200746-200836	sp|Q96SW2|CRBN_HUMAN	91	0.206	(240, 422)	182	0.412	442
Homo_sapiens_200837-201255	sp|Q8NEH6|MNS1_HUMAN	290	0.586	(49, 482)	433	0.875	495
Homo_sapiens_201256-201385	sp|P42696|RBM34_HUMAN	113	0.263	(184, 363)	179	0.416	430
Homo_sapiens_201386-201663	sp|Q9H095|IQCG_HUMAN	219	0.494	(67, 410)	343	0.774	443
Homo_sapiens_201664-201920	sp|Q9BVJ6|UT14A_HUMAN	247	0.320	(117, 734)	617	0.800	771
Homo_sapiens_201921-202036	sp|Q15126|PMVK_HUMAN	107	0.557	(14, 160)	146	0.760	192
Homo_sapiens_202248-202401	sp|Q9NP72|RAB18_HUMAN	154	0.748	(7, 176)	169	0.820	206
Homo_sapiens_202402-202495	sp|P55789|ALR_HUMAN	90	0.439	(94, 205)	111	0.541	205
Homo_sapiens_202496-202697	sp|Q96CX6|LRC58_HUMAN	183	0.493	(72, 334)	262	0.706	371
Homo_sapiens_202698-202854	sp|P50542|PEX5_HUMAN	156	0.244	(348, 631)	283	0.443	639
Homo_sapiens_202855-203017	sp|Q9NYH9|UTP6_HUMAN	154	0.258	(0, 226)	226	0.379	597
Homo_sapiens_203239-203465	sp|Q92771|DDX12_HUMAN	217	0.228	(373, 898)	525	0.553	950
Homo_sapiens_203466-203592	sp|Q9P2W1|HOP2_HUMAN	109	0.502	(16, 214)	198	0.912	217
Homo_sapiens_203593-204203	sp|Q13200|PSMD2_HUMAN	611	0.673	(117, 905)	788	0.868	908
Homo_sapiens_204404-204721	sp|O43395|PRPF3_HUMAN	314	0.460	(256, 680)	424	0.621	683
Homo_sapiens_204722-204839	sp|Q9Y296|TPPC4_HUMAN	114	0.521	(2, 203)	201	0.918	219
Homo_sapiens_204962-205318	sp|Q2NL82|TSR1_HUMAN	344	0.428	(2, 779)	777	0.966	804
Homo_sapiens_205319-205598	sp|Q9Y2V7|COG6_HUMAN	270	0.411	(57, 519)	462	0.703	657
Homo_sapiens_205599-205752	sp|Q86UK7|ZN598_HUMAN	152	0.168	(28, 284)	256	0.283	904
Homo_sapiens_205753-205879	sp|P18206|VINC_HUMAN	123	0.108	(107, 1113)	1006	0.887	1134
Homo_sapiens_205880-206376	sp|P50990|TCPQ_HUMAN	497	0.907	(0, 534)	534	0.974	548
Homo_sapiens_206377-206538	sp|P30260|CDC27_HUMAN	162	0.197	(471, 765)	294	0.357	824
Homo_sapiens_206539-206874	sp|Q6A1A2|PDPK2_HUMAN	336	0.787	(52, 427)	375	0.878	427
Homo_sapiens_207020-207914	sp|Q9P2D3|HTR5B_HUMAN	883	0.426	(125, 2074)	1949	0.940	2074
Homo_sapiens_207915-208135	sp|Q14181|DPOA2_HUMAN	210	0.351	(205, 566)	361	0.604	598
Homo_sapiens_208136-208544	sp|O00410|IPO5_HUMAN	406	0.370	(13, 1019)	1006	0.917	1097
Homo_sapiens_208805-208963	sp|Q02543|RL18A_HUMAN	159	0.903	(4, 176)	172	0.977	176
Homo_sapiens_208964-209094	sp|P61201|CSN2_HUMAN	131	0.296	(33, 190)	157	0.354	443
Homo_sapiens_209095-209465	sp|O00232|PSD12_HUMAN	371	0.814	(13, 455)	442	0.969	456
Homo_sapiens_209466-209613	sp|P30085|KCY_HUMAN	143	0.730	(1, 177)	176	0.898	196
Homo_sapiens_209614-209803	sp|Q9H2J4|PDCL3_HUMAN	166	0.695	(0, 213)	213	0.891	239
Homo_sapiens_209804-209999	sp|Q9NRX1|PNO1_HUMAN	189	0.750	(55, 252)	197	0.782	252
Homo_sapiens_210000-210345	sp|P50579|MAP2_HUMAN	340	0.711	(111, 478)	367	0.768	478
Homo_sapiens_210346-210542	sp|Q9GZL7|WDR12_HUMAN	189	0.447	(32, 409)	377	0.891	423
Homo_sapiens_210543-210690	sp|P37198|NUP62_HUMAN	148	0.284	(326, 502)	176	0.337	522
Homo_sapiens_210691-210883	sp|O43396|TXNL1_HUMAN	183	0.633	(0, 288)	288	0.997	289
Homo_sapiens_211225-211311	sp|O76080|ZFAN5_HUMAN	85	0.399	(12, 213)	201	0.944	213
Homo_sapiens_211312-211817	sp|Q4G0X9|CCD40_HUMAN	374	0.327	(279, 973)	694	0.608	1142
Homo_sapiens_212102-212190	sp|Q9NVH0|EXD2_HUMAN	89	0.143	(354, 510)	156	0.251	621
Homo_sapiens_212191-212686	sp|Q8N1V2|CFA52_HUMAN	484	0.781	(12, 614)	602	0.971	620
Homo_sapiens_212687-212789	sp|P55197|AF10_HUMAN	103	0.096	(24, 176)	152	0.142	1068
Homo_sapiens_212790-213298	sp|Q93009|UBP7_HUMAN	505	0.458	(163, 1096)	933	0.847	1102
Homo_sapiens_213299-213432	sp|Q9H0E9|BRD8_HUMAN	134	0.108	(22, 808)	786	0.635	1238
Homo_sapiens_213433-213636	sp|Q7L8W6|DPH6_HUMAN	204	0.764	(0, 250)	250	0.936	267
Homo_sapiens_213637-213847	sp|Q15650|TRIP4_HUMAN	211	0.363	(161, 563)	402	0.692	581
Homo_sapiens_213848-214344	sp|Q9Y3I0|RTCB_HUMAN	493	0.976	(1, 505)	504	0.998	505
Homo_sapiens_214345-214620	sp|O60303|K0556_HUMAN	276	0.171	(965, 1530)	565	0.349	1618
Homo_sapiens_214621-214975	sp|Q9Y262|EIF3L_HUMAN	343	0.608	(94, 540)	446	0.791	564
Homo_sapiens_214976-215178	sp|Q3YEC7|RABL6_HUMAN	201	0.276	(31, 271)	240	0.329	729
Homo_sapiens_215179-215551	sp|Q92621|NU205_HUMAN	370	0.184	(130, 1912)	1782	0.886	2012
Homo_sapiens_215828-215949	sp|Q96CU9|FXRD1_HUMAN	110	0.226	(158, 450)	292	0.601	486
Homo_sapiens_215950-216142	sp|P54198|HIRA_HUMAN	193	0.190	(96, 364)	268	0.264	1017
Homo_sapiens_216143-216267	sp|Q9NX58|LYAR_HUMAN	117	0.309	(0, 139)	139	0.367	379
Homo_sapiens_216268-216365	sp|Q14331|FRG1_HUMAN	88	0.341	(71, 258)	187	0.725	258
Homo_sapiens_216366-216489	sp|Q9GZR2|REXO4_HUMAN	123	0.291	(239, 395)	156	0.370	422
Homo_sapiens_216490-216790	sp|O43818|U3IP2_HUMAN	299	0.629	(71, 458)	387	0.815	475
Homo_sapiens_216791-216872	sp|P49418|AMPH_HUMAN	82	0.118	(0, 223)	223	0.320	697
Homo_sapiens_216873-217016	sp|Q13561|DCTN2_HUMAN	119	0.297	(66, 396)	330	0.823	401
Homo_sapiens_217017-217171	sp|Q9NWU2|GID8_HUMAN	155	0.680	(14, 217)	203	0.890	228
Homo_sapiens_217172-217296	sp|Q9BRR6|ADPGK_HUMAN	124	0.249	(83, 333)	250	0.503	497
Homo_sapiens_217297-217463	sp|Q9H3K2|GHITM_HUMAN	167	0.484	(114, 343)	229	0.664	345
Homo_sapiens_217464-217551	sp|P09496|CLCA_HUMAN	87	0.351	(93, 248)	155	0.625	248
Homo_sapiens_217552-217708	sp|A6NIH7|U119B_HUMAN	157	0.625	(67, 248)	181	0.721	251
Homo_sapiens_217709-217960	sp|Q13347|EIF3I_HUMAN	247	0.760	(1, 325)	324	0.997	325
Homo_sapiens_217961-218211	sp|O14579|COPE_HUMAN	243	0.789	(15, 300)	285	0.925	308
Homo_sapiens_218212-218488	sp|Q9Y5J1|UTP18_HUMAN	237	0.426	(193, 554)	361	0.649	556
Homo_sapiens_218489-218576	sp|Q9BQ15|SOSB1_HUMAN	88	0.417	(8, 109)	101	0.479	211
Homo_sapiens_218577-218727	sp|O15541|R113A_HUMAN	151	0.440	(112, 319)	207	0.603	343
Homo_sapiens_218728-218907	sp|P49247|RPIA_HUMAN	176	0.566	(77, 304)	227	0.730	311
Homo_sapiens_218908-218994	sp|Q9NZL4|HPBP1_HUMAN	70	0.193	(69, 261)	192	0.530	362
Homo_sapiens_218995-219136	sp|Q9Y2Q3|GSTK1_HUMAN	134	0.593	(7, 217)	210	0.929	226
Homo_sapiens_219137-219304	sp|P05455|LA_HUMAN	157	0.385	(14, 314)	300	0.735	408
Homo_sapiens_219305-219556	sp|Q8N9W5|DAAF3_HUMAN	204	0.377	(9, 395)	386	0.713	541
Homo_sapiens_219557-219658	sp|Q8IV08|PLD3_HUMAN	100	0.204	(194, 470)	276	0.563	490
Homo_sapiens_219659-219747	sp|Q9UI14|PRAF1_HUMAN	86	0.465	(32, 167)	135	0.730	185
Homo_sapiens_219748-219889	sp|P41223|BUD31_HUMAN	142	0.986	(0, 144)	144	1.000	144
Homo_sapiens_219890-219993	sp|P46783|RS10_HUMAN	103	0.624	(0, 152)	152	0.921	165
Homo_sapiens_219994-220157	sp|P61599|NAA20_HUMAN	164	0.921	(0, 177)	177	0.994	178
Homo_sapiens_220158-220361	sp|O75150|BRE1B_HUMAN	204	0.204	(47, 1001)	954	0.952	1002
Homo_sapiens_220362-220522	sp|Q562E7|WDR81_HUMAN	161	0.083	(355, 571)	216	0.111	1941
Homo_sapiens_220679-220850	sp|Q6NXT6|TAPT1_HUMAN	172	0.303	(178, 412)	234	0.413	567
Homo_sapiens_220851-221946	sp|Q15393|SF3B3_HUMAN	1096	0.901	(0, 1217)	1217	1.000	1217
Homo_sapiens_221947-222431	sp|Q04446|GLGB_HUMAN	481	0.685	(34, 695)	661	0.942	702
Homo_sapiens_222432-222528	sp|Q96EK5|KBP_HUMAN	90	0.145	(148, 321)	173	0.279	621
Homo_sapiens_222529-222876	sp|Q68DH5|LMBD2_HUMAN	343	0.494	(21, 585)	564	0.812	695
Homo_sapiens_222877-223082	sp|Q8N766|EMC1_HUMAN	206	0.207	(704, 989)	285	0.287	993
Homo_sapiens_223083-223234	sp|Q99816|TS101_HUMAN	148	0.379	(32, 387)	355	0.910	390
Homo_sapiens_223235-223453	sp|Q9NZD8|SPG21_HUMAN	206	0.669	(30, 282)	252	0.818	308
Homo_sapiens_223454-223603	sp|Q9Y6E7|SIR4_HUMAN	149	0.475	(55, 307)	252	0.803	314
Homo_sapiens_223604-223942	sp|P16930|FAAA_HUMAN	338	0.807	(0, 415)	415	0.990	419
Homo_sapiens_223943-224075	sp|Q96DF8|DGC14_HUMAN	129	0.271	(37, 402)	365	0.767	476
Homo_sapiens_224076-224494	sp|P49821|NDUV1_HUMAN	413	0.890	(31, 449)	418	0.901	464
Homo_sapiens_224495-224592	sp|Q8NCA5|FA98A_HUMAN	95	0.183	(104, 327)	223	0.430	519
Homo_sapiens_224593-224798	sp|Q6IA86|ELP2_HUMAN	206	0.249	(355, 696)	341	0.413	826
Homo_sapiens_224799-225021	sp|O14757|CHK1_HUMAN	223	0.468	(10, 459)	449	0.943	476
Homo_sapiens_225022-225392	sp|Q92947|GCDH_HUMAN	367	0.838	(55, 435)	380	0.868	438
Homo_sapiens_225393-225667	sp|P53611|PGTB2_HUMAN	275	0.831	(16, 323)	307	0.927	331
Homo_sapiens_225924-226199	sp|Q7KZN9|COX15_HUMAN	276	0.673	(66, 390)	324	0.790	410
Homo_sapiens_226200-226367	sp|Q96H20|SNF8_HUMAN	168	0.651	(1, 184)	183	0.709	258
Homo_sapiens_226368-226826	sp|Q12788|TBL3_HUMAN	447	0.553	(11, 785)	774	0.958	808
Homo_sapiens_226827-227085	sp|Q96FV9|THOC1_HUMAN	254	0.387	(95, 509)	414	0.630	657
Homo_sapiens_227086-227362	sp|Q9BVS4|RIOK2_HUMAN	275	0.498	(0, 307)	307	0.556	552
Homo_sapiens_227363-227587	sp|Q15831|STK11_HUMAN	221	0.510	(29, 299)	270	0.624	433
Homo_sapiens_227588-227701	sp|Q9Y5B6|PAXB1_HUMAN	106	0.116	(440, 786)	346	0.377	917
Homo_sapiens_227702-228011	sp|Q9NUY8|TBC23_HUMAN	306	0.438	(0, 658)	658	0.941	699
Homo_sapiens_228012-228275	sp|Q6P3X3|TTC27_HUMAN	258	0.306	(234, 698)	464	0.550	843
Homo_sapiens_228276-228768	sp|Q2TAY7|SMU1_HUMAN	491	0.957	(1, 513)	512	0.998	513
Homo_sapiens_228769-228976	sp|Q96Q11|TRNT1_HUMAN	205	0.472	(57, 428)	371	0.855	434
Homo_sapiens_228977-229087	sp|Q9NW82|WDR70_HUMAN	111	0.170	(248, 412)	164	0.251	654
Homo_sapiens_229088-229535	sp|Q7Z4T9|CFA91_HUMAN	357	0.592	(75, 563)	488	0.809	603
Homo_sapiens_229536-229798	sp|Q8TCT9|HM13_HUMAN	248	0.658	(29, 347)	318	0.844	377
Homo_sapiens_229799-229975	sp|A2A3K4|PTPC1_HUMAN	177	0.235	(39, 251)	212	0.281	754
Homo_sapiens_229976-230260	sp|P63244|RACK1_HUMAN	283	0.893	(1, 312)	311	0.981	317
Homo_sapiens_230261-230457	sp|Q5TEU4|NDUF5_HUMAN	194	0.562	(46, 327)	281	0.814	345
Homo_sapiens_230458-230773	sp|Q68CQ4|DIEXF_HUMAN	299	0.396	(275, 734)	459	0.607	756
Homo_sapiens_230774-230881	sp|Q9H9Q2|CSN7B_HUMAN	108	0.409	(19, 264)	245	0.928	264
Homo_sapiens_230882-231199	sp|Q9NXH9|TRM1_HUMAN	312	0.473	(60, 568)	508	0.771	659
Homo_sapiens_231200-231366	sp|Q8IUR0|TPPC5_HUMAN	153	0.814	(25, 182)	157	0.835	188
Homo_sapiens_231367-231519	sp|Q6DCA0|AMERL_HUMAN	151	0.487	(108, 287)	179	0.577	310
Homo_sapiens_231520-231726	sp|Q9Y606|TRUA_HUMAN	204	0.478	(84, 394)	310	0.726	427
Homo_sapiens_231727-232296	sp|Q8IWZ6|BBS7_HUMAN	555	0.776	(1, 713)	712	0.996	715
Homo_sapiens_232297-232471	sp|Q8NAV1|PR38A_HUMAN	175	0.561	(0, 188)	188	0.603	312
Homo_sapiens_232472-232628	sp|Q13795|ARFRP_HUMAN	157	0.781	(0, 194)	194	0.965	201
Homo_sapiens_232812-232936	sp|O15527|OGG1_HUMAN	122	0.354	(96, 323)	227	0.658	345
Homo_sapiens_232937-233053	sp|P43307|SSRA_HUMAN	114	0.399	(79, 257)	178	0.622	286
Homo_sapiens_233054-233154	sp|Q9Y5R8|TPPC1_HUMAN	101	0.697	(2, 136)	134	0.924	145
Homo_sapiens_233155-233377	sp|P18754|RCC1_HUMAN	215	0.511	(36, 396)	360	0.855	421
Homo_sapiens_233378-233808	sp|Q8IY37|DHX37_HUMAN	429	0.371	(266, 1140)	874	0.755	1157
Homo_sapiens_233809-234403	sp|Q99459|CDC5L_HUMAN	565	0.704	(0, 792)	792	0.988	802
Homo_sapiens_234404-234571	sp|Q9NT62|ATG3_HUMAN	168	0.535	(22, 313)	291	0.927	314
Homo_sapiens_234652-235004	sp|Q9BRX2|PELO_HUMAN	353	0.917	(9, 375)	366	0.951	385
Homo_sapiens_235658-235871	sp|Q9H7B2|RPF2_HUMAN	214	0.699	(10, 272)	262	0.856	306
Homo_sapiens_235872-236017	sp|P61758|PFD3_HUMAN	146	0.741	(23, 187)	164	0.832	197
Homo_sapiens_236018-236429	sp|Q9Y6W3|CAN7_HUMAN	389	0.478	(204, 799)	595	0.732	813
Homo_sapiens_236430-236896	sp|Q7Z3J2|CP062_HUMAN	452	0.469	(123, 860)	737	0.765	963
Homo_sapiens_236897-237304	sp|Q5VV42|CDKAL_HUMAN	407	0.703	(56, 491)	435	0.751	579
Homo_sapiens_237305-237463	sp|O76021|RL1D1_HUMAN	145	0.296	(34, 266)	232	0.473	490
Homo_sapiens_237464-237689	sp|Q15435|PP1R7_HUMAN	226	0.628	(104, 359)	255	0.708	360
Homo_sapiens_237690-237849	sp|Q99633|PRP18_HUMAN	156	0.456	(74, 339)	265	0.775	342
Homo_sapiens_237850-238052	sp|Q9BUN8|DERL1_HUMAN	188	0.749	(2, 250)	248	0.988	251
Homo_sapiens_238053-238147	sp|Q9UK45|LSM7_HUMAN	95	0.922	(6, 101)	95	0.922	103
Homo_sapiens_238148-238515	sp|Q96DM3|MIC1_HUMAN	366	0.557	(7, 635)	628	0.956	657
Homo_sapiens_238516-238836	sp|O14744|ANM5_HUMAN	320	0.502	(203, 637)	434	0.681	637
Homo_sapiens_238970-239240	sp|Q9Y3T9|NOC2L_HUMAN	259	0.346	(237, 619)	382	0.510	749
Homo_sapiens_239241-239563	sp|O43290|SNUT1_HUMAN	304	0.380	(118, 789)	671	0.839	800
Homo_sapiens_239564-239868	sp|Q13610|PWP1_HUMAN	292	0.583	(8, 459)	451	0.900	501
Homo_sapiens_239869-239993	sp|Q96QF7|ACRC_HUMAN	111	0.161	(523, 691)	168	0.243	691
Homo_sapiens_239994-240163	sp|Q9UI26|IPO11_HUMAN	170	0.174	(84, 723)	639	0.655	975
Homo_sapiens_240164-240289	sp|Q86W50|MET16_HUMAN	124	0.221	(0, 289)	289	0.514	562
Homo_sapiens_240290-240406	sp|Q6L8Q7|PDE12_HUMAN	113	0.186	(295, 605)	310	0.509	609
Homo_sapiens_240407-240499	sp|Q9UJX5|APC4_HUMAN	90	0.111	(27, 377)	350	0.433	808
Homo_sapiens_240500-240584	sp|Q9UBZ9|REV1_HUMAN	85	0.068	(20, 132)	112	0.090	1251
Homo_sapiens_240585-240884	sp|Q96A65|EXOC4_HUMAN	293	0.301	(99, 935)	836	0.858	974
Homo_sapiens_240885-241002	sp|Q9NYV6|RRN3_HUMAN	118	0.181	(310, 568)	258	0.396	651
Homo_sapiens_241003-241440	sp|Q9P253|VPS18_HUMAN	422	0.434	(59, 959)	900	0.925	973
Homo_sapiens_241441-241577	sp|Q8IYL2|TRM44_HUMAN	136	0.180	(300, 757)	457	0.604	757
Homo_sapiens_241750-241900	sp|Q9BY42|RTF2_HUMAN	151	0.493	(0, 200)	200	0.654	306
Homo_sapiens_241901-242151	sp|P55036|PSMD4_HUMAN	248	0.658	(0, 354)	354	0.939	377
Homo_sapiens_242152-242419	sp|Q9UK59|DBR1_HUMAN	258	0.474	(0, 376)	376	0.691	544
Homo_sapiens_242420-242583	sp|Q9Y3C8|UFC1_HUMAN	162	0.970	(0, 162)	162	0.970	167
Homo_sapiens_242584-242756	sp|Q70HW3|SAMC_HUMAN	164	0.599	(11, 259)	248	0.905	274
Homo_sapiens_242757-242970	sp|Q9NQQ7|S35C2_HUMAN	214	0.586	(21, 318)	297	0.814	365
Homo_sapiens_242971-243088	sp|Q9NQR1|KMT5A_HUMAN	108	0.275	(223, 391)	168	0.427	393
Homo_sapiens_243089-243200	sp|Q9NQT5|EXOS3_HUMAN	112	0.407	(67, 250)	183	0.665	275
Homo_sapiens_243201-243370	sp|P15374|UCHL3_HUMAN	168	0.730	(4, 230)	226	0.983	230
Homo_sapiens_243371-243602	sp|Q99436|PSB7_HUMAN	232	0.838	(12, 254)	242	0.874	277
Homo_sapiens_243603-243838	sp|P19387|RPB3_HUMAN	236	0.858	(2, 265)	263	0.956	275
Homo_sapiens_244120-244609	sp|Q02252|MMSA_HUMAN	479	0.895	(39, 521)	482	0.901	535
Homo_sapiens_244610-244812	sp|O95433|AHSA1_HUMAN	186	0.550	(0, 334)	334	0.988	338
Homo_sapiens_244813-245083	sp|O14929|HAT1_HUMAN	263	0.628	(50, 416)	366	0.874	419
Homo_sapiens_245084-245285	sp|Q9H1D9|RPC6_HUMAN	202	0.639	(18, 314)	296	0.937	316
Homo_sapiens_245286-245418	sp|Q8NFF5|FAD1_HUMAN	133	0.227	(0, 586)	586	0.998	587
Homo_sapiens_245419-245514	sp|Q96A49|SYAP1_HUMAN	96	0.273	(103, 218)	115	0.327	352
Homo_sapiens_245633-245986	sp|O95394|AGM1_HUMAN	344	0.635	(22, 538)	516	0.952	542
Homo_sapiens_245987-246104	sp|O43752|STX6_HUMAN	114	0.447	(3, 254)	251	0.984	255
Homo_sapiens_246105-246194	sp|Q8NFV4|ABHDB_HUMAN	90	0.286	(68, 299)	231	0.733	315
Homo_sapiens_246195-246459	sp|P86791|CCZ1_HUMAN	262	0.544	(23, 481)	458	0.950	482
Homo_sapiens_246460-246563	sp|P24539|AT5F1_HUMAN	76	0.297	(69, 247)	178	0.695	256
Homo_sapiens_246564-246845	sp|Q96DI7|SNR40_HUMAN	282	0.790	(49, 357)	308	0.863	357
Homo_sapiens_246846-246983	sp|Q96S44|PRPK_HUMAN	136	0.538	(38, 253)	215	0.850	253
Homo_sapiens_246984-247181	sp|Q7L5N1|CSN6_HUMAN	197	0.602	(37, 313)	276	0.844	327
Homo_sapiens_247182-247570	sp|Q12874|SF3A3_HUMAN	379	0.756	(5, 501)	496	0.990	501
Homo_sapiens_247571-247777	sp|Q9GZP9|DERL2_HUMAN	204	0.854	(8, 233)	225	0.941	239
Homo_sapiens_247778-247899	sp|Q9NXW2|DJB12_HUMAN	122	0.325	(2, 298)	296	0.789	375
Homo_sapiens_247900-248025	sp|Q70Z53|F10C1_HUMAN	126	0.400	(70, 229)	159	0.505	315
Homo_sapiens_248026-248500	sp|Q96MC2|DRC1_HUMAN	455	0.615	(30, 732)	702	0.949	740
Homo_sapiens_248501-248889	sp|Q7Z6Z7|HUWE1_HUMAN	389	0.089	(3966, 4374)	408	0.093	4374
Homo_sapiens_248890-248975	sp|Q9UKV3|ACINU_HUMAN	86	0.064	(1011, 1232)	221	0.165	1341
Homo_sapiens_248976-249322	sp|Q9Y2R4|DDX52_HUMAN	337	0.563	(142, 571)	429	0.716	599
Homo_sapiens_249323-249406	sp|Q8IWJ2|GCC2_HUMAN	80	0.048	(1319, 1652)	333	0.198	1684
Homo_sapiens_249407-249763	sp|Q9H069|DRC3_HUMAN	332	0.635	(6, 513)	507	0.969	523
Homo_sapiens_249764-249909	sp|O75864|PPR37_HUMAN	143	0.207	(166, 418)	252	0.365	691
Homo_sapiens_249910-250146	sp|A6PVC2|TTLL8_HUMAN	227	0.267	(136, 850)	714	0.840	850
Homo_sapiens_250147-250390	sp|P22570|ADRO_HUMAN	243	0.495	(51, 480)	429	0.874	491
Homo_sapiens_250391-250485	sp|Q8NEN0|ARMC2_HUMAN	95	0.109	(322, 459)	137	0.158	869
Homo_sapiens_250486-250741	sp|Q96AA3|RFT1_HUMAN	256	0.473	(28, 443)	415	0.767	541
Homo_sapiens_250742-251088	sp|Q9P1Q0|VPS54_HUMAN	308	0.315	(71, 902)	831	0.851	977
Homo_sapiens_251089-251339	sp|P49756|RBM25_HUMAN	251	0.298	(86, 841)	755	0.896	843
Homo_sapiens_251340-251496	sp|Q92541|RTF1_HUMAN	153	0.215	(356, 710)	354	0.499	710
Homo_sapiens_251497-251640	sp|Q86TV6|TTC7B_HUMAN	144	0.171	(484, 836)	352	0.418	843
Homo_sapiens_251907-251993	sp|O95707|RPP29_HUMAN	87	0.395	(79, 211)	132	0.600	220
Homo_sapiens_251994-252160	sp|P32969|RL9_HUMAN	165	0.859	(0, 186)	186	0.969	192
Homo_sapiens_252161-252262	sp|Q9UJK0|TSR3_HUMAN	102	0.327	(77, 226)	149	0.478	312
Homo_sapiens_252263-252410	sp|Q9Y2Z0|SGT1_HUMAN	144	0.395	(171, 365)	194	0.532	365
Homo_sapiens_252411-252601	sp|O95249|GOSR1_HUMAN	183	0.732	(8, 248)	240	0.960	250
Homo_sapiens_252602-252709	sp|O75586|MED6_HUMAN	108	0.439	(13, 147)	134	0.545	246
Homo_sapiens_252710-252829	sp|P51946|CCNH_HUMAN	119	0.368	(4, 323)	319	0.988	323
Homo_sapiens_252830-252936	sp|Q96BI3|APH1A_HUMAN	99	0.374	(7, 207)	200	0.755	265
Homo_sapiens_252937-253066	sp|Q9NUQ2|PLCE_HUMAN	127	0.349	(22, 233)	211	0.580	364
Homo_sapiens_253067-253194	sp|Q16635|TAZ_HUMAN	117	0.401	(61, 269)	208	0.712	292
Homo_sapiens_253195-253437	sp|Q14457|BECN1_HUMAN	240	0.533	(16, 445)	429	0.953	450
Homo_sapiens_253438-253646	sp|Q9H3S5|PIGM_HUMAN	203	0.480	(26, 401)	375	0.887	423
Homo_sapiens_253647-253858	sp|Q8IZP2|ST134_HUMAN	195	0.684	(8, 285)	277	0.972	285
Homo_sapiens_253859-253947	sp|Q9Y375|CIA30_HUMAN	73	0.223	(122, 305)	183	0.560	327
Homo_sapiens_253948-254035	sp|Q15544|TAF11_HUMAN	87	0.412	(103, 198)	95	0.450	211
Homo_sapiens_254036-254196	sp|Q9P013|CWC15_HUMAN	159	0.694	(0, 229)	229	1.000	229
Homo_sapiens_254197-254388	sp|O43633|CHM2A_HUMAN	192	0.865	(0, 222)	222	1.000	222
Homo_sapiens_254389-254606	sp|Q9BT78|CSN4_HUMAN	218	0.537	(97, 385)	288	0.709	406
Homo_sapiens_254607-254747	sp|Q99848|EBP2_HUMAN	139	0.454	(65, 299)	234	0.765	306
Homo_sapiens_254748-255006	sp|Q8IVH4|MMAA_HUMAN	248	0.593	(90, 414)	324	0.775	418
Homo_sapiens_255007-255205	sp|Q8N4J0|CARME_HUMAN	189	0.462	(66, 408)	342	0.836	409
Homo_sapiens_255206-255304	sp|Q86X95|CIR1_HUMAN	96	0.213	(2, 218)	216	0.480	450
Homo_sapiens_255421-255520	sp|Q9Y5S9|RBM8A_HUMAN	100	0.575	(26, 152)	126	0.724	174
Homo_sapiens_255521-255630	sp|Q8WUX2|CHAC2_HUMAN	110	0.598	(1, 172)	171	0.929	184
Homo_sapiens_255631-255747	sp|P62899|RL31_HUMAN	116	0.928	(9, 125)	116	0.928	125
Homo_sapiens_255748-255877	sp|Q8WZA0|LZIC_HUMAN	123	0.647	(11, 153)	142	0.747	190
Homo_sapiens_255878-255970	sp|Q99643|C560_HUMAN	77	0.456	(49, 167)	118	0.698	169
Homo_sapiens_255971-256256	sp|O00487|PSDE_HUMAN	286	0.923	(20, 309)	289	0.932	310
Homo_sapiens_256257-256387	sp|Q12769|NU160_HUMAN	126	0.088	(981, 1397)	416	0.290	1436
Homo_sapiens_256388-256530	sp|Q9Y6N1|COX11_HUMAN	140	0.507	(107, 266)	159	0.576	276
Homo_sapiens_256531-256713	sp|P53602|MVD1_HUMAN	183	0.458	(111, 400)	289	0.723	400
Homo_sapiens_256714-257240	sp|Q5TCS8|KAD9_HUMAN	520	0.272	(927, 1903)	976	0.511	1911
Homo_sapiens_257400-257732	sp|Q9H6U8|ALG9_HUMAN	322	0.527	(86, 585)	499	0.817	611
Homo_sapiens_257733-258036	sp|O76094|SRP72_HUMAN	295	0.440	(16, 607)	591	0.881	671
Homo_sapiens_258406-258612	sp|Q9ULR0|ISY1_HUMAN	207	0.726	(1, 284)	283	0.993	285
Homo_sapiens_258613-258727	sp|O00233|PSMD9_HUMAN	115	0.516	(28, 219)	191	0.857	223
Homo_sapiens_258930-259032	sp|Q9H0E2|TOLIP_HUMAN	95	0.347	(14, 173)	159	0.580	274
Homo_sapiens_259033-259317	sp|Q13098|CSN1_HUMAN	285	0.580	(43, 465)	422	0.859	491
Homo_sapiens_259318-259512	sp|Q6XQN6|PNCB_HUMAN	194	0.361	(15, 389)	374	0.695	538
Homo_sapiens_259513-259629	sp|Q9Y3B4|SF3B6_HUMAN	115	0.920	(0, 118)	118	0.944	125
